"8c5fe0a9-1f7d-46d2-8e9d-237b310d3fde","7","16","1977","aeece3f0-4acf-4aaa-87cd-e04ac6c8ad2c","DM","F",
"38ef8288-7db5-45df-9435-2f7ffe8a90ef","7","16","1977","a7498949-7b94-4f8e-b253-3e26bbf80710","DM","M",
"4d9f6537-7aac-4713-a390-80877ef21f6f","7","16","1977","b564c1fc-bd87-4525-92ee-8bb36928fc10","DM","M",
"3c7a183c-7c7d-4ba7-afd8-bb57adbc7ab9","7","16","1977","b7eb122e-a7c4-4982-97a0-fa67e45e6faf","DM","M",
"50a0386c-0669-49b8-9d9d-bad11d84270e","7","16","1977","b7eb122e-a7c4-4982-97a0-fa67e45e6faf","DM","F",
"106e257b-5ad2-45b1-87fc-efd5e85aeaca","7","16","1977","a7498949-7b94-4f8e-b253-3e26bbf80710","DM","M",
"d603f1f8-cd85-44da-ad43-0ffc15a696d2","7","16","1977","b564c1fc-bd87-4525-92ee-8bb36928fc10","DM","M",
"9cd0463a-885a-4870-961f-e8434ca7574f","7","16","1977","5c4fd793-b31b-4a99-8d9c-65f19e358dec","DM",,
"bbcc9341-1551-4c99-ab1a-6eb356ed0835","7","16","1977","74992ac6-3c8f-4547-b5f9-d4b3f6793a85","DM","F",
"58728395-7394-4a74-873d-b890d7476cd0","7","16","1977","7dcaddf5-d272-4b69-a49c-d4f3cf000084","DM","F",
"d277b76a-058c-41e6-b25d-d447fa938763","7","17","1977","486c68ed-972c-4baf-beea-f8a72216e580","DM","F",
"bd656f6a-183c-4117-9f46-6572046bc90e","7","17","1977","4dc16022-f28d-4b9d-9062-c7bc3ad43362","DM","M",
"2ee5f368-ee9f-46fb-b52b-57c49695291b","7","17","1977","aab65971-f64b-425e-9a78-17d7ec63423c","DM","M",
"d7b100c3-88fd-4a22-b916-b35b7f960502","7","17","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","DM","M",
"e33528ff-01a2-46fa-a0b7-9f4dccea1394","7","17","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","DM","M",
"d087f169-ddc4-4db3-b986-537ebed8e623","7","17","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DM","M",
"33728f9c-f7f6-441f-bcb0-d0824b1d965d","7","17","1977","6a090985-a7ce-4c04-b146-9b401d1dd796","DM","F",
"dc521851-2396-424a-af26-7095dc6297ad","7","17","1977","c85de67c-1590-4129-8953-0c530a565585","DM","F",
"3facd3e7-a022-4093-9adb-b67db2c82ca7","7","17","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DM","F",
"c66c386e-b91f-4694-8809-1749d51789e1","7","17","1977","85292288-e747-42ca-9a53-e8ee8e187cd7","DM",,
"3542ba00-f6af-473f-a469-5d72c9bcfd71","7","17","1977","4dc16022-f28d-4b9d-9062-c7bc3ad43362","DM","F",
"9f28e55a-8c99-466d-93bc-90d731ab8268","7","17","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DM","F",
"984e1bf3-d6dc-4791-a8a7-7f652220190e","7","17","1977","0453e08f-14f0-48c8-b72b-f0e3e57917e6","DM","F",
"c47ef034-a58d-4e36-9c95-60f97e25101d","7","18","1977","dcbbd373-c22e-46ef-ae8b-ad88f5cf7475","DM","M",
"16da787f-b4cd-4b4c-9d2f-ea101eeb417f","7","18","1977","bd967227-b528-4374-87fc-8769a15c7f58","DM","F",
